source_id	variant_label	experiment_id	variable_id	start_year	end_year	file_name	https_url	checksum	checksum_type	file_size_mb	data_node
EC-Earth3	r4i1p1f1	ssp126	tasmax	2030	2030	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20300101-20301231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20300101-20301231.nc	5ee65b421170ef7cf71d852bbfc1cff6c9184eb4e33f46b270ab89bebb9c6086	SHA256	132.9	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2031	2031	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20310101-20311231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20310101-20311231.nc	d00e2c04e74df65f01a7ef77417e4b4a69392984a145ae96c1a4a75020afb3d1	SHA256	132.99	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2032	2032	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20320101-20321231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20320101-20321231.nc	2b3a81e6ea490b258a6600394dd7a41c91f5038223925bca28434675c27b8e16	SHA256	133.1	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2033	2033	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20330101-20331231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20330101-20331231.nc	6dee5bad3760f16c73ac5468c63951acafd502f9edac68c92c0709cc0ae0fd73	SHA256	132.87	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2034	2034	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20340101-20341231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20340101-20341231.nc	1bb2ae2c8ad3a4ef3cb6a983b6a29d87d871d49920cda1329c78dfcf031b345e	SHA256	132.86	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2035	2035	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20350101-20351231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20350101-20351231.nc	f3a2d18b949f152a82b8d3f80561eea1d710d98db6b20a497287deecace5e5e8	SHA256	132.82	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2036	2036	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20360101-20361231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20360101-20361231.nc	2cd3e8b7720a3eec904a561d8620c440ab1242a12b3a1cbe21faa76dc8d6805c	SHA256	133.27	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2037	2037	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20370101-20371231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20370101-20371231.nc	813b67343862c3e12f24917b8280fa772f75902c2302ce9f5ac94d51187e306c	SHA256	132.9	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2038	2038	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20380101-20381231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20380101-20381231.nc	70dc58d0fdb13ef6d1e4af7982f21f0fa4b604d18760c154260df11dc9afd416	SHA256	132.95	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2039	2039	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20390101-20391231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20390101-20391231.nc	e8d8ffeebf80de28f8fe6f3d5ca87a311d19aeebf3d0bf0708635726f17642f0	SHA256	132.69	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2040	2040	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20400101-20401231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20400101-20401231.nc	55514687415c63eec82c9e5522aad8bf2b4df01007a43860d2f2235bbe97dda7	SHA256	133.13	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2041	2041	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20410101-20411231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20410101-20411231.nc	e00ee729c29690a423f3acd10b4e39856e7b0d0ffe9dbad4cd6fcc5d8c248bb6	SHA256	132.94	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2042	2042	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20420101-20421231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20420101-20421231.nc	f6e34ee0b6fa1443e4f7c3537f7044b9cc5d33d530453e97f00016402663a2c6	SHA256	132.86	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2043	2043	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20430101-20431231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20430101-20431231.nc	8791a025d2df60a4bb5eedeec621b25b7b4933eb8d50c5517b194d934799c1ed	SHA256	132.85	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2044	2044	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20440101-20441231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20440101-20441231.nc	f3e116c6752586bf8a43fbf51ee0af2c9b5a85d71a99b21becdf3900e376bf84	SHA256	133.17	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2045	2045	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20450101-20451231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20450101-20451231.nc	720de06c08a036c3e02ad2797440343bede3b1d54e3f8cb222aa03d81dd7fea7	SHA256	132.99	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2046	2046	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20460101-20461231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20460101-20461231.nc	62d5b509de799e1d0748007291f3163565273f4dc8cc43f4ff53960e4fee6814	SHA256	132.8	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2047	2047	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20470101-20471231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20470101-20471231.nc	a18d475da7b5ad6aa449e2d9ea761bc31cb5fcc3377e48c5c7dcbbcc968ebf4f	SHA256	132.72	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2048	2048	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20480101-20481231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20480101-20481231.nc	dca60d4f7b3f7157ca886a9625cb28ceaabe2bcb55c4c012339f22fc6557d33c	SHA256	133.13	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2049	2049	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20490101-20491231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20490101-20491231.nc	4745314c343ab54fda5976e2c6722b70dc777596b9b856cda0a0e5d4db132466	SHA256	132.75	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2050	2050	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20500101-20501231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20500101-20501231.nc	6e0357f4f17662332b398629c3dd9b559a075978b6c7bc6f783a4bee18cedfa1	SHA256	132.81	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2051	2051	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20510101-20511231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20510101-20511231.nc	8fb426c8d439e1db634276bb882029fdd5e1745b4621bcabf1c948741ea0bea1	SHA256	132.98	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2052	2052	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20520101-20521231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20520101-20521231.nc	3d3ea2f2a90a275bd9daa3b6bc667bbd7986642522c147a634573c318491ae97	SHA256	133.18	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2053	2053	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20530101-20531231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20530101-20531231.nc	e610c827e79288bab47af362c9c52ef259b904fbdbe54f028a6e01ba0d03833b	SHA256	132.7	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2054	2054	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20540101-20541231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20540101-20541231.nc	88f29c5566453b99e3f30231a54bd0efd3fca33c579069f9bc80c8cbb0e6700a	SHA256	132.74	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2055	2055	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20550101-20551231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20550101-20551231.nc	408451ba18713323cba531d3205a018d54c531f640f9d54dc7b2ecf383efe140	SHA256	132.79	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2056	2056	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20560101-20561231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20560101-20561231.nc	40f659ab308aab1ac7e79893b55dee942a29cef0d1fa2b9bd20ef985ba26a208	SHA256	133.21	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2057	2057	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20570101-20571231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20570101-20571231.nc	4dd7a8627e385b787bd4d606a77d6ae916d1ebe2336043f90e313018f3016e83	SHA256	132.87	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2058	2058	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20580101-20581231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20580101-20581231.nc	8e167f1fb5597a56052a4801de86839a9bc742359bc9389aa1d77fbfb2a8d358	SHA256	132.72	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2059	2059	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20590101-20591231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20590101-20591231.nc	1ae510cee909d1e2bc7ca06b16191c6cfb7cd106bada753025ed11a99a51c057	SHA256	132.95	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2060	2060	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20600101-20601231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20600101-20601231.nc	f7bbfaf7b0ac26686410d44bb9bcdd538b7bcc8d0907c8e1d5502c189511edb9	SHA256	133.09	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2061	2061	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20610101-20611231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20610101-20611231.nc	42697906a1d04f6bb211ad3b5c4d20d76a43f7a60da33b3b6c3e4544ff465502	SHA256	132.77	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2062	2062	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20620101-20621231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20620101-20621231.nc	6a50683f4d7903002ce6b50e801d3315d607813340c2e3b1c6713c7882ccb09c	SHA256	132.73	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2063	2063	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20630101-20631231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20630101-20631231.nc	9bc180631f30cef0d0c4fb7b198cf382cc1af0421680759f776dddf6c4e773f3	SHA256	132.78	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2064	2064	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20640101-20641231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20640101-20641231.nc	7911e499155726a78cb8ade144d3dd4a43ac9f52ba1300035d2bb63936c1b59a	SHA256	133.24	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2065	2065	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20650101-20651231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20650101-20651231.nc	7c09479c40ff63dbe4fcf5556a341a9fe583c26f60d39bf1d6153a8e7a02c0c2	SHA256	132.82	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2066	2066	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20660101-20661231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20660101-20661231.nc	6e039a6f424f4896158e1fb3de7d207a64a31c1b0747649835234050476e76f6	SHA256	132.88	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2067	2067	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20670101-20671231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20670101-20671231.nc	df49c47a27c5d6685691e572fc2a9ef56e9a3d8a17b0b459a1e300d0339e427c	SHA256	132.73	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2068	2068	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20680101-20681231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20680101-20681231.nc	bae203fc7c2b457ad697e3280075fa2765721d1aac67c441b2335a820d7c5f32	SHA256	133.15	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2069	2069	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20690101-20691231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20690101-20691231.nc	c3e838573a5bfeda35d7b5a2d35b4815774e0bc5bb44c825555404230db9dcdd	SHA256	132.7	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2070	2070	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20700101-20701231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20700101-20701231.nc	67a483eb0703d49fae7dee2271f252bc4913a32241df931e5eb4a3fcdaef1cba	SHA256	132.75	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2071	2071	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20710101-20711231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20710101-20711231.nc	3299c11771b67eea6f5cfa06548fdd3c0d2d099bef93e1f67ad0f1251e88a7d9	SHA256	132.7	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2072	2072	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20720101-20721231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20720101-20721231.nc	7473b4d069134f486bb2c9dba0a79a1a9aa7ca0b829be7d851d605aced28c261	SHA256	133.2	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2073	2073	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20730101-20731231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20730101-20731231.nc	122339a56e9bdb83972e89a573478bf2d7e05650a82aa6b41ec43bafbd4b096f	SHA256	132.86	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2074	2074	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20740101-20741231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20740101-20741231.nc	2cdd5d519b0adee821b77352184bd83cc329419ce61b98d7a6e6c08982879dd5	SHA256	132.63	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2075	2075	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20750101-20751231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20750101-20751231.nc	19130df89e84a554ac78f811242ded6e3955ca982de914c9a00a4cce96750150	SHA256	132.85	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2076	2076	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20760101-20761231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20760101-20761231.nc	59dbcf0111d340c1702b130f5bf2e39caf88e5f7236150a663a78bf22c88fc94	SHA256	133.1	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2077	2077	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20770101-20771231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20770101-20771231.nc	c883472dc3c2eb026c313a2216c05ac6bd2b6112bee973c18a04bbc3b4bd62f1	SHA256	132.68	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2078	2078	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20780101-20781231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20780101-20781231.nc	20510861311485dea6f2d829f83f6e4f9709bfde5cef01c015aa3676e4eba771	SHA256	132.75	eagle.alcf.anl.gov
EC-Earth3	r4i1p1f1	ssp126	tasmax	2079	2079	tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20790101-20791231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/ScenarioMIP/EC-Earth-Consortium/EC-Earth3/ssp126/r4i1p1f1/day/tasmax/gr/v20200425/tasmax_day_EC-Earth3_ssp126_r4i1p1f1_gr_20790101-20791231.nc	5ee861761bf3aa8a7bc487416f36bb483102bdd5905a14972e5b497cf532c5e3	SHA256	132.72	eagle.alcf.anl.gov
