source_id	variant_label	experiment_id	variable_id	start_year	end_year	file_name	https_url	checksum	checksum_type	file_size_mb	data_node
ACCESS-CM2	r1i1p1f1	historical	hur	1950	1954	hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_19500101-19541231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hur/gn/v20191108/hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_19500101-19541231.nc	49b45d167a807e5d2334f1f2a930b3fed9851a3c29d984ec3b26a4b320dbc951	SHA256	967.36	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hur	1955	1959	hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_19550101-19591231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hur/gn/v20191108/hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_19550101-19591231.nc	7598f244c492750d774e2fbc0bb9376c4782812783cbc9d706b94248dbd5331a	SHA256	966.53	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hur	1960	1964	hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_19600101-19641231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hur/gn/v20191108/hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_19600101-19641231.nc	26c95da3a8225116db6062ea0a119519a16745c853c399ebb92fdfef2dfc9046	SHA256	968.19	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hur	1965	1969	hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_19650101-19691231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hur/gn/v20191108/hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_19650101-19691231.nc	96bfdaa020eeb9076db5eec35bf3648eaa2d5eaac657eac3e4837be4a0740682	SHA256	967.01	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hur	1970	1974	hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_19700101-19741231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hur/gn/v20191108/hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_19700101-19741231.nc	9eb168f42e6a794df5d28de247397c6400b1362878f7fda35bd74eb98de976b0	SHA256	967.5	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hur	1975	1979	hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_19750101-19791231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hur/gn/v20191108/hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_19750101-19791231.nc	4c1cccedcabfdb66f0bae408505ad1631d0716957411b3b32a342562b4299c3c	SHA256	968.22	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hur	1980	1984	hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_19800101-19841231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hur/gn/v20191108/hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_19800101-19841231.nc	061d34b22ba1aaec25aca5a12b0ecb0d97de9bdba4eff05834cf58f21e7ba0fb	SHA256	968.99	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hur	1985	1989	hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_19850101-19891231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hur/gn/v20191108/hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_19850101-19891231.nc	4b50c353b9c66f59ed9de1f71cb00d256b5d847e571b38d2768e5149058c35d0	SHA256	971.04	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hur	1990	1994	hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_19900101-19941231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hur/gn/v20191108/hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_19900101-19941231.nc	8ce43d968f87a41bb27fd15bfda98fe3f15d683877e1b5fb13b4fd0b420cc91f	SHA256	971.5	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hur	1995	1999	hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_19950101-19991231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hur/gn/v20191108/hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_19950101-19991231.nc	199ab341baf0679b520c0eb405630d221f7bdb68c09dd15fe3349edcf762acc9	SHA256	974.48	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hur	2000	2004	hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_20000101-20041231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hur/gn/v20191108/hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_20000101-20041231.nc	020523b8ceeedfda7013df2d9a6b0d8429fb9d53c172200fde0f46a57daeb4c1	SHA256	974.99	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hur	2005	2009	hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_20050101-20091231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hur/gn/v20191108/hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_20050101-20091231.nc	cb8dd7ef283372bf97ba302b4395026d40ef51c014bb7da8743eda5625a819fc	SHA256	975.42	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hur	2010	2014	hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_20100101-20141231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hur/gn/v20191108/hur_day_ACCESS-CM2_historical_r1i1p1f1_gn_20100101-20141231.nc	6c0161f461581a3a21917395370dbde7daa8a0ae0c6b88ee9d98a24a6646b300	SHA256	974.84	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hus	1950	1954	hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_19500101-19541231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hus/gn/v20191108/hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_19500101-19541231.nc	b8f39c7a63f5b89cb759333148cd86f506ffe4fdfdbf9ab087b02640cd48cd6d	SHA256	1232.6	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hus	1955	1959	hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_19550101-19591231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hus/gn/v20191108/hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_19550101-19591231.nc	fa4d3213f4dda314bcf43ddd290b2ddca50a2703217a148968efe7b9131ea5f1	SHA256	1233.48	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hus	1960	1964	hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_19600101-19641231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hus/gn/v20191108/hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_19600101-19641231.nc	74b3788ce103616b85db00d56dea80596125855f1532318421ecfeffa724ebab	SHA256	1233.07	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hus	1965	1969	hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_19650101-19691231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hus/gn/v20191108/hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_19650101-19691231.nc	70bd087e861bba811a1eb093d4459d7aee16a330359425fd53d6c72425715a8a	SHA256	1232.46	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hus	1970	1974	hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_19700101-19741231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hus/gn/v20191108/hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_19700101-19741231.nc	12c6467840f2b74aa52a5c7e39d647c16256c5a67ece5c969d18e7fb20fc8c72	SHA256	1233.37	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hus	1975	1979	hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_19750101-19791231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hus/gn/v20191108/hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_19750101-19791231.nc	84c03696d1d19beee8d3f617c1928c071b925de2cebe6b3006bb1b27ff1bc8e8	SHA256	1232.23	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hus	1980	1984	hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_19800101-19841231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hus/gn/v20191108/hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_19800101-19841231.nc	bb57a39f9c01f1eb33c933d387745b88b44c9c2c5a96283f0c02f6cc837c3383	SHA256	1232.6	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hus	1985	1989	hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_19850101-19891231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hus/gn/v20191108/hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_19850101-19891231.nc	0951035755d09ae715c0156f4e654b399b6a28959107443d4190926d1e537c94	SHA256	1233.81	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hus	1990	1994	hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_19900101-19941231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hus/gn/v20191108/hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_19900101-19941231.nc	94a3c0580812a1f6dcd30b9e51bac21b1600744adfe201dfa34d10fb9a08c25e	SHA256	1232.39	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hus	1995	1999	hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_19950101-19991231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hus/gn/v20191108/hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_19950101-19991231.nc	e8929857cd1ec82a296001af3f7f59146f63db257729bec06f030e4e25d4bf97	SHA256	1231.98	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hus	2000	2004	hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_20000101-20041231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hus/gn/v20191108/hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_20000101-20041231.nc	a3b0a908b822b5422c8d460a446c80b415ffec0d398caa17be699f6fb9bff575	SHA256	1232.66	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hus	2005	2009	hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_20050101-20091231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hus/gn/v20191108/hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_20050101-20091231.nc	9b0f90e331f1de52ab871017b8269d7f351910a8cf31c9f391a112f3afbda30e	SHA256	1230.59	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	hus	2010	2014	hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_20100101-20141231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/hus/gn/v20191108/hus_day_ACCESS-CM2_historical_r1i1p1f1_gn_20100101-20141231.nc	1d578dc86ab819a2ed1f55b0a8dc16e28fa51055c19a165c8e073bdc5c2d0707	SHA256	1233.18	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	pr	1950	1999	pr_day_ACCESS-CM2_historical_r1i1p1f1_gn_19500101-19991231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/pr/gn/v20191108/pr_day_ACCESS-CM2_historical_r1i1p1f1_gn_19500101-19991231.nc	6f7ce9b6dda647b73205752ccc47e08fd9c2786468aaa0a2de13cd6243831cb2	SHA256	1769.88	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	pr	2000	2014	pr_day_ACCESS-CM2_historical_r1i1p1f1_gn_20000101-20141231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/pr/gn/v20191108/pr_day_ACCESS-CM2_historical_r1i1p1f1_gn_20000101-20141231.nc	eb7b38c9d56bb5e7e9d47860b1a03c50e4790db5a204b57c8e6f2c1e7a72672a	SHA256	530.93	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	psl	1950	1999	psl_day_ACCESS-CM2_historical_r1i1p1f1_gn_19500101-19991231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/psl/gn/v20191108/psl_day_ACCESS-CM2_historical_r1i1p1f1_gn_19500101-19991231.nc	9ae653bc91ba7d7b29122905deb5870d0113ec3566edd4b246bad18bbcb5cec6	SHA256	1264.35	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	psl	2000	2014	psl_day_ACCESS-CM2_historical_r1i1p1f1_gn_20000101-20141231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/psl/gn/v20191108/psl_day_ACCESS-CM2_historical_r1i1p1f1_gn_20000101-20141231.nc	3b55209c04285ed4ec569bc9b0209c0a438f562b6d3a51c9d5ce1ae29ff2de55	SHA256	379.44	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	ta	1950	1954	ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_19500101-19541231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/ta/gn/v20191108/ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_19500101-19541231.nc	0edd361e705a534408f6149d5ecabf80700cbdf93a0043d3be91dde84d4eea7d	SHA256	957.13	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	ta	1955	1959	ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_19550101-19591231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/ta/gn/v20191108/ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_19550101-19591231.nc	e190c9799dce9496027b460f97eb4797e1e84eb28808fd8fe72df69a0a3f74b6	SHA256	956.88	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	ta	1960	1964	ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_19600101-19641231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/ta/gn/v20191108/ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_19600101-19641231.nc	60bedc52d1e12629957c1f03494c63501731c2e5cf2ec03db4ff7028d623d87e	SHA256	957.6	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	ta	1965	1969	ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_19650101-19691231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/ta/gn/v20191108/ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_19650101-19691231.nc	26580edc9c2024e0459608ba63e3d22099c77358a379145b4d626698d8a7630f	SHA256	957.22	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	ta	1970	1974	ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_19700101-19741231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/ta/gn/v20191108/ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_19700101-19741231.nc	299e1df52bad1c5154830329ae7e38c024631b2da2e8157d72f0ed411ffa70bf	SHA256	956.05	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	ta	1975	1979	ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_19750101-19791231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/ta/gn/v20191108/ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_19750101-19791231.nc	f07d948352711d8a334d56f562ca8b29ef4f7ab1be6bc5fbd65743eafe9057a1	SHA256	956.87	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	ta	1980	1984	ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_19800101-19841231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/ta/gn/v20191108/ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_19800101-19841231.nc	e7038ec05cb2f1e0abec81bec6a2473246646ec8e5050ebfd880134846ea5a5a	SHA256	957.5	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	ta	1985	1989	ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_19850101-19891231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/ta/gn/v20191108/ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_19850101-19891231.nc	4de49633024bae8c793155b2ad54d1d6176a9615357ec52486624ada0607fb51	SHA256	956.9	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	ta	1990	1994	ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_19900101-19941231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/ta/gn/v20191108/ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_19900101-19941231.nc	7f54664554725bd38bed4ef93c7e4575ad6554535f8e4a4912e738330b04a3c6	SHA256	957.6	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	ta	1995	1999	ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_19950101-19991231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/ta/gn/v20191108/ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_19950101-19991231.nc	23018d06918596acf17d1ed1fcd87ea08b9902841a465cd019fac5a92bd84eaa	SHA256	957.08	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	ta	2000	2004	ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_20000101-20041231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/ta/gn/v20191108/ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_20000101-20041231.nc	e1627a143387b8fbe46f63cc534473bffcbdd5f823a9123a50dfe0f5ded5479a	SHA256	957.93	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	ta	2005	2009	ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_20050101-20091231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/ta/gn/v20191108/ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_20050101-20091231.nc	9a411519609f73da98aadda8c8a7c6dcd0d1c8e0d366b61ac55bc79dee7652c9	SHA256	956.78	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	ta	2010	2014	ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_20100101-20141231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/ta/gn/v20191108/ta_day_ACCESS-CM2_historical_r1i1p1f1_gn_20100101-20141231.nc	c5b1ac6d7e7f5cd06b67d07736c27b175059644fd4172aecb4d027c3c6dcca3e	SHA256	956.61	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	tasmax	1950	1999	tasmax_day_ACCESS-CM2_historical_r1i1p1f1_gn_19500101-19991231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/tasmax/gn/v20191108/tasmax_day_ACCESS-CM2_historical_r1i1p1f1_gn_19500101-19991231.nc	7d15c034e9765246caa3a09769a39586b708c8dba17f88af2b95fee5a50596a0	SHA256	1324.82	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	tasmax	2000	2014	tasmax_day_ACCESS-CM2_historical_r1i1p1f1_gn_20000101-20141231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/tasmax/gn/v20191108/tasmax_day_ACCESS-CM2_historical_r1i1p1f1_gn_20000101-20141231.nc	7503f5932584b2a22a3994da0ef884535e04b15473cd7e1174c09c05b7e37e5a	SHA256	397.39	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	tasmin	1950	1999	tasmin_day_ACCESS-CM2_historical_r1i1p1f1_gn_19500101-19991231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/tasmin/gn/v20191108/tasmin_day_ACCESS-CM2_historical_r1i1p1f1_gn_19500101-19991231.nc	a929fd14b631dbacce0ffc8dd183126fde5fcfeed803a8e702581162fee5b450	SHA256	1329.09	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	tasmin	2000	2014	tasmin_day_ACCESS-CM2_historical_r1i1p1f1_gn_20000101-20141231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/tasmin/gn/v20191108/tasmin_day_ACCESS-CM2_historical_r1i1p1f1_gn_20000101-20141231.nc	0fdc6869dd7608a5863a1de266de5258d62e4cd2ba71d730b5fb7b27949ea74e	SHA256	398.4	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	ua	1950	1954	ua_day_ACCESS-CM2_historical_r1i1p1f1_gn_19500101-19541231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/ua/gn/v20191108/ua_day_ACCESS-CM2_historical_r1i1p1f1_gn_19500101-19541231.nc	fa7e08949329f0f0134c1a4ff1fd5790860673af63f105236808eab90c5d8b45	SHA256	1037.58	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	ua	1955	1959	ua_day_ACCESS-CM2_historical_r1i1p1f1_gn_19550101-19591231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/ua/gn/v20191108/ua_day_ACCESS-CM2_historical_r1i1p1f1_gn_19550101-19591231.nc	2d37653d7703cffa9e88ef3376f02fe4ae2dbb5568e97d54ddb713daf968b0f7	SHA256	1037.36	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	ua	1960	1964	ua_day_ACCESS-CM2_historical_r1i1p1f1_gn_19600101-19641231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/ua/gn/v20191108/ua_day_ACCESS-CM2_historical_r1i1p1f1_gn_19600101-19641231.nc	ad9a9b7628c86691ea3a520392ecb51697cf8bf4bd0b04642a1dfbbfec1bf3c1	SHA256	1038.09	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	ua	1965	1969	ua_day_ACCESS-CM2_historical_r1i1p1f1_gn_19650101-19691231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/ua/gn/v20191108/ua_day_ACCESS-CM2_historical_r1i1p1f1_gn_19650101-19691231.nc	e0d8d507393c1fc9a4a92567fa0088128538c4fd177cc05c9106bdd3a7a7d738	SHA256	1037.37	eagle.alcf.anl.gov
ACCESS-CM2	r1i1p1f1	historical	ua	1970	1974	ua_day_ACCESS-CM2_historical_r1i1p1f1_gn_19700101-19741231.nc	https://g-52ba3.fd635.8443.data.globus.org/css03_data/CMIP6/CMIP/CSIRO-ARCCSS/ACCESS-CM2/historical/r1i1p1f1/day/ua/gn/v20191108/ua_day_ACCESS-CM2_historical_r1i1p1f1_gn_19700101-19741231.nc	2e229a1ee1c2d5e440c29e857c67632d2322452189c2cda11b5e436f533dfc4d	SHA256	1036.67	eagle.alcf.anl.gov
