source_id,variant_label,experiment_id,ua,va,ta,hur,hus,zg,psl,score,complete
MIROC6,r16i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r16i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r17i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r17i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r17i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r17i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r17i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r18i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r18i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r18i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r18i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r18i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r19i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r19i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r19i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r19i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r19i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r1i1p1f1,historical,True,True,True,True,True,True,True,7,True
MIROC6,r1i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MIROC6,r1i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MIROC6,r1i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MIROC6,r1i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MIROC6,r20i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r20i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r20i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r20i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r20i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r21i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r21i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r21i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r21i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r21i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r22i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r22i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r22i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r22i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r22i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r23i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r23i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r23i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r23i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r23i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r24i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r24i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r24i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r24i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r24i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r25i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r25i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r25i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r25i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r25i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r26i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r26i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r26i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r26i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r26i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r27i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r27i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r27i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r27i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r27i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r28i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r28i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r28i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r28i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r28i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r29i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r29i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r29i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r29i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r29i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r2i1p1f1,historical,True,True,True,True,True,True,True,7,True
MIROC6,r2i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MIROC6,r2i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MIROC6,r2i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MIROC6,r2i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MIROC6,r30i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r30i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r30i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r30i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r30i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r31i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r31i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r31i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r31i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r31i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r32i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r32i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r32i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r32i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r32i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r33i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r33i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r33i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r33i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r33i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r34i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r34i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r34i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r34i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r34i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r35i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r35i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r35i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r35i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r35i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r36i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r36i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r36i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r36i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r36i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r37i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r37i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r37i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r37i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r37i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r38i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r38i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r38i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r38i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r38i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r39i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r39i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r39i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r39i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r39i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r3i1p1f1,historical,True,True,True,True,True,True,True,7,True
MIROC6,r3i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MIROC6,r3i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MIROC6,r3i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MIROC6,r3i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MIROC6,r40i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r40i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r40i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r40i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r40i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r41i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r41i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r41i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r41i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r41i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r42i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r42i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r42i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r42i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r42i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r43i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r43i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r43i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r43i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r43i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r44i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r44i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r44i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r44i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r44i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r45i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r45i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r45i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r45i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r45i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r46i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r46i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r46i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r46i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r46i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r47i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r47i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r47i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r47i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r47i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r48i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r48i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r48i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r48i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r48i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r49i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r49i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r49i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r49i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r49i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r4i1p1f1,historical,True,True,True,True,True,True,True,7,True
MIROC6,r4i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r4i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r4i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r4i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r50i1p1f1,historical,False,False,False,False,False,False,True,1,False
MIROC6,r50i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r50i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r50i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r50i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r5i1p1f1,historical,True,True,True,True,True,True,True,7,True
MIROC6,r5i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r5i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r5i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r5i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r6i1p1f1,historical,True,True,True,True,True,True,True,7,True
MIROC6,r6i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r6i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r6i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r6i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r7i1p1f1,historical,True,True,True,True,True,True,True,7,True
MIROC6,r7i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r7i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r7i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r7i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r8i1p1f1,historical,True,True,True,True,True,True,True,7,True
MIROC6,r8i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r8i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r8i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r8i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MIROC6,r9i1p1f1,historical,True,True,True,True,True,True,True,7,True
MIROC6,r9i1p1f1,ssp126,False,False,False,False,False,False,True,1,False
MIROC6,r9i1p1f1,ssp245,False,False,False,False,False,False,True,1,False
MIROC6,r9i1p1f1,ssp370,False,False,False,False,False,False,True,1,False
MIROC6,r9i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MPI-ESM-1-2-HAM,r1i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM-1-2-HAM,r1i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM-1-2-HAM,r2i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM-1-2-HAM,r2i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM-1-2-HAM,r3i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM-1-2-HAM,r3i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r10i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r10i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r1i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r1i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r1i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r1i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r1i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r2i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r2i1p1f1,ssp126,False,False,False,True,True,False,True,3,False
MPI-ESM1-2-HR,r2i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r2i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r2i1p1f1,ssp585,False,False,False,False,False,False,True,1,False
MPI-ESM1-2-HR,r3i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r3i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r4i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r4i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r5i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r5i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r6i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r6i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r7i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r7i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r8i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r8i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r9i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-HR,r9i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r10i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r10i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r10i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r10i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r10i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r11i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r11i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r11i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r11i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r11i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r12i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r12i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r12i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r12i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r12i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r13i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r13i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r13i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r13i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r13i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r14i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r14i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r14i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r14i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r14i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r15i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r15i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r15i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r15i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r15i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r16i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r16i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r16i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r16i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r16i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r17i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r17i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r17i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r17i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r17i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r18i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r18i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r18i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r18i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r18i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r19i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r19i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r19i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r19i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r19i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r1i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r1i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r1i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r1i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r1i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r1i2000p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r20i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r20i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r20i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r20i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r20i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r21i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r21i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r21i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r21i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r21i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r22i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r22i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r22i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r22i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r22i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r23i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r23i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r23i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r23i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r23i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r24i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r24i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r24i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r24i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r24i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r25i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r25i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r25i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r25i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r25i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r26i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r26i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r26i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r26i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r26i1p1f1,ssp585,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r27i1p1f1,historical,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r27i1p1f1,ssp126,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r27i1p1f1,ssp245,True,True,True,True,True,True,True,7,True
MPI-ESM1-2-LR,r27i1p1f1,ssp370,True,True,True,True,True,True,True,7,True
